10307.23,0,58,0,1028,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10171.11,2,59,0,1027,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10095.86,4,60,0,1027,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10056.60,5,61,0,1026,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10120.56,12,64,0,1026,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10391.53,19,67,0,1026,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10671.52,26,70,0,1026,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10963.46,30,71,0,1026,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
11242.74,33,71,0,1026,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
11180.26,36,72,0,1026,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10873.72,48,69,0,1026,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10599.66,59,66,0,1025,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10325.85,71,64,0,1025,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10132.22,79,64,0,1024,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9952.34,88,65,0,1023,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9833.20,96,65,0,1022,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9802.78,97,68,0,1021,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9911.88,99,70,0,1021,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10283.09,100,73,0,1020,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10267.64,100,77,0,1020,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
10128.64,100,81,0,1020,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9893.05,100,85,0,1020,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9595.52,100,88,0,1020,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.05,79.18,99.76,3,2,13,0,2,-1
9221.04,100,91,0.1,1020,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.05,79.18,99.76,3,2,13,0,2,-1
8837.00,99,93,0.1,1019,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8582.78,100,95,0,1019,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8465.20,100,96,0,1018,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8392.25,100,98,0,1018,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8423.09,100,98,0,1018,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8536.32,100,98,0,1018,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8715.44,100,98,0,1018,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
8863.10,89,95,0,1018,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
9189.22,78,93,0,1018,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
9468.43,68,90,0,1019,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
9657.10,65,84,0,1018,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
9818.39,62,78,0,1018,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.92,97.89,104.45,6,1,16,-2,0,-1
