58.36,27.25,47.76,-50,-5,13,-52,-53,18,49.54,53.42,48.24,-42,-8,49,-51,-45,16
59.2,26.52,48.57,-51,-2,11,-53,-53,18,49.18,55.44,49.14,-45,-4,59,-51,-46,17
54.24,25.09,43.16,-50,8,24,-51,-53,16,48.37,54.9,46.99,-44,8,52,-52,-46,16
45.64,24.77,47.78,-48,14,-1,-53,-54,17,40.85,52.75,50.39,-41,15,35,-51,-49,16
46.55,22.44,44.67,-82,-91,16,-70,-85,29,41.29,43.83,44.73,-81,-92,81,-70,-88,30
45.58,22.81,52.02,-59,6,10,-51,-31,10,34.5,44.03,37.58,-57,-4,30,-49,-34,11
45.94,23.55,34.1,-67,-19,55,-50,-25,5,41.71,51.95,43.28,-69,-20,43,-51,-34,8
57.87,28.44,39,-85,-93,-29,-75,-87,30,49.06,52.01,43.88,-77,-92,91,-70,-89,29
59.18,28.85,42.74,-52,1,-21,-54,-54,19,50.78,54.77,46.42,-44,1,21,-53,-47,18
62.32,30.67,48.81,-53,-7,-1,-53,-53,19,52.44,59.13,49.24,-45,-11,54,-50,-46,17
59.52,28.88,48.22,-61,2,20,-51,-52,18,51.68,53.62,46.91,-54,-4,51,-50,-45,17
54.9,28.23,54.9,-64,0,13,-52,-51,18,46.5,57.65,49.07,-56,-5,40,-51,-45,18
57.02,29.19,51.28,-68,-9,39,-47,-22,9,49.37,54.3,56.61,-66,-17,31,-48,-26,11
63.24,32.29,46.46,-68,nan,38,-50,-23,7,52.94,58.32,51.1,-59,5,75,-43,-27,7
66.42,30.87,47.87,-58,-10,6,-49,-45,17,54.59,54.03,49.4,-45,-10,38,-46,-37,14
68.16,32.97,51.26,-60,-9,8,-49,-45,17,55.46,55.23,51.26,-49,-9,49,-46,-37,16
70.84,33.58,54.12,-56,-7,28,-46,-44,15,57.89,58.86,53.48,-49,-11,65,-46,-37,15
64.87,31.23,49.04,-55,-6,31,-46,-44,15,54.59,47.92,51.94,-50,-7,50,-46,-38,15
56.7,29.66,48.86,-60,-9,12,-49,-44,16,51.65,60.2,54.55,-52,-7,35,-48,-39,16
61.7,31.62,53.03,-64,-7,3,-48,-22,10,51.48,57.25,57.56,-58,-12,52,-40,-21,9
71.57,34.74,53.29,-65,nan,40,-47,-20,6,54.85,56.58,48.21,-52,15,90,-38,-24,6
70.4,33.3,50.52,-52,-9,26,-45,-41,14,54.21,52.55,41.17,-44,-15,60,-44,-36,13
68.64,32.49,43.57,-54,-8,14,-46,-41,14,55.38,52.21,44.82,-51,-13,9,-48,-36,15
68.5,32.82,44.65,-57,-4,-15,-45,-43,16,55.49,55.17,44.69,-50,-2,15,-46,-37,15
58.36,33.42,50.61,-45,17,-10,-43,-43,14,47.07,55.37,43.57,-39,18,-27,-46,-39,14
56.94,32.48,42.61,-82,-89,11,-64,-82,27,55.48,60.27,52.5,-83,-92,-8,-72,-87,30
